company_name,request_url,request_company_url,location,tags,founding_date,founders,employee_range,urls,emails,phones,description_short,description
SweetEscape,https://e27.co/startup/sweetescape,http://www.sweetescape.com/,Singapore,Social Enterprise,,,,,,,"SweetEscape offers the best souvenirs to take home at the end of your vacation. It’s like having a personal photographer to capture the most intimate, raw, and unedited memories.","SweetEscape offers the best souvenirs to take home at the end of your vacation. It’s like having a personal photographer to capture the most intimate, raw, and unedited memories. SweetEscape will change the way you remember your vacations by giving you a beautiful memory lane to walk down on."
Spaculus Software Pvt. Ltd.,https://e27.co/startup/spaculus-software-pvt-ltd,https://www.spaculus.org/,India,Design ,March 2010,,,"http://www.twitter.com/Spaculus,https://www.facebook.com/Spaculus,https://www.linkedin.com/company/spaculus",,,"Spaculus has emerged as a leading software development and technology solutions company. We are a team of highly qualified, young, internationally experienced and technically passionate professionals.","At Spaculus, we always work to maintain high standards as a premier web design & development company, which offers varied solutions to your software development needs. Ours is an ISO 9001:2008 and ISO 27001:2005 certified IT professional company and a reliable & trusted partner in IT and mobile development."
Bitmain,https://e27.co/startup/bitmain,https://www.bitmain.com/,United States of America,,,,,"http://www.twitter.com/BITMAINtech,https://www.facebook.com/Bitmain",,,"Founded in 2013, Bitmain Technologies, now among the world's most recognizable Bitcoin companies, was established to develop and sell the world’s leading bitcoin miners using Bitmain's ASIC chip techn","Founded in 2013, Bitmain Technologies, now among the world's most recognizable Bitcoin companies, was established to develop and sell the world’s leading bitcoin miners using Bitmain's ASIC chip technology. Starting with the Antminer S1, our task continuously became more difficult as bitcoin’s “difficulty level” kept rising. We followed Moore’s Law in this emerging field of ASIC chip design and pioneered it, time and again. In May of 2016 we released the Antminer S9, the world’s first consumer-grade bitcoin miner based on a 16nm process ASIC chip. This is also the world’s most power-efficient bitcoin miner, taking that title away from its predecessor, the Antminer S7."
Youtap,https://e27.co/startup/youtap,https://www.youtap.com/,Singapore,Finance,,,,"http://www.twitter.com/youtap2pay,http://facebook.youtap.com/,https://www.linkedin.com/company/youtap-limited/",,,"Youtap is a financial services, merchant services aggregator, and mobile payment processing company based in Singapore.","Youtap is a financial services, merchant services aggregator, and mobile payment processing company based in Singapore."
Rock Mobile,https://e27.co/startup/rock-mobile,https://rockmobile.pk/,Pakistan,,April 2001,,,https://www.facebook.com/Oneplusstore.pk/,,,Being in the market since 2001 Rockmobile has gained its customer's trust and proved to be the best retailers in the online community. Buy one plus and Infinix mobile phones with an official warranty.,Being in the market since 2001 Rockmobile has gained its customer's trust and proved to be the best retailers in the online community. To make our users experience more reliable and competent we provide customer support to guide and help out with the queries which are posted by our clients. Rocmobile provides user to browse through our comprehensive catalog which is 100% authentic and PTA approved.
iZeno Pte Ltd,https://e27.co/startup/izeno-pte-ltd,http://izeno.com/,Singapore,,,,,"https://www.facebook.com/iZenoPL/,https://www.linkedin.com/company/izeno-pte-ltd/",,,,
CouponRic,https://e27.co/startup/couponric,https://www.couponric.com/,United States of America,,April 2018,,,"http://www.twitter.com/couponric,https://www.facebook.com/couponric,https://www.linkedin.com/in/lisha-roy-71b5a816a/",,,"Would like to save money while you are shopping online? Visit CouponRIc, a coupon platfrom. Choose your favourite store and apply discount codes. We help online shoppers.",CouponRic is a platform where we add coupons and latest deals in stores which help you to save money online. Every coupon code present on our website is up-to-date and work with definite. The procedure of using discount codes on CouponRIc is just a matter of “one click”.
WisePack ,https://e27.co/startup/wisepack,http://www.wisepackassociates.com/,India,,,,,,,,"WisePackAssociate, we started in year 2003 and we are well received in market and customer satisfaction.","WisePackAssociate, we started in year 2003 and we are well received in market and customer satisfaction.We are upgrading our services to compete with the global competitors to attain customer satisfaction and we are offering quality products and packing solution."
Creaa Designs,https://e27.co/startup/creaa-designs,https://www.creaadesigns.com,India,,January 2007,,,"http://www.twitter.com/creaadesigns10,https://www.facebook.com/pages/Creaa-Designs/189640984392768,http://www.linkedin.com/profile/view?id=33724248&locale=en_US&trk=tyah2",,,If you are looking for a website makeover or willing to create a website for your company creaa designs is a one stop destination to help you ace with your marketing game.,"If you are looking for a website makeover or willing to create a website for your company creaa designs is a one stop destination to help you ace with your marketing game. With an experience of developing over 450 innovative websites, creaa design is the perfect web development company in India. If you are looking for a website design company in Mumbai and a logo design company in India you need to check out www.creaadesigns.com. You can also ask for their assistance to help you with your Company brochure design."
Procenter,https://e27.co/startup/procenter,https://www.procenter.co.ao/,Angola,,,,,"http://www.twitter.com/procenter,http://www.facebook.com/procenteroficial/,http://www.linkedin.com/company/procenter/",,,"Procenter is a company that bets on the distribution of Consumables for Offices, IT, School and Graphic Production, through the Corporate channels and Distribution Network (Physical Stores).","Procenter is a company that bets on the distribution of Consumables for Offices, IT, School and Graphic Production, through the Corporate channels and Distribution Network (Physical Stores)."
Creative MindWorks,https://e27.co/startup/creative-mindworks,https://creativemindworks.com/,United States of America,,February 1997,,,"http://www.twitter.com/cmwmiami,https://www.facebook.com/creativemindworks/,https://www.linkedin.com/company/creativemindworks/",,,"Creative Mindworks, a Miami Florida based internationally ranked integrated marketing and advertising firm, solutions driven and Thinking Fresh Daily!","We are one of the reputation management company in florida, our service are website design & web development, mobile app development and digital marketing. Our process is designed to foster partnerships between the client and marketing team to better connect with the consumer. This generates a cohesive and clear communications platform."
Selfcraft Media,https://e27.co/startup/selfcraftmedia,https://www.selfcraftmedia.com,India,,January 2018,,,,,,Inbound Marketing Agency,
Koble,https://e27.co/startup/koble,https://koble.com/,United States of America,B2B/Enterprise,2016,,,"https://www.facebook.com/Kobleinc/,https://www.linkedin.com/company/koble-inc.",,,"Koble is a social network based B2B matchmaking platform where professional buyers and sellers meet, connect, and communicate",Koble is a B2B matchmaking platform in the form of a verified social network of business users which allows businesses to market their products and offerings as well as enable the discovery of new vendors that are a perfect match to their needs.
The Tamarind Tree,https://e27.co/startup/the-tamarind-tree,https://www.thetamarindtree.in/,India,,,,,,,,,
DROP networking platform,https://e27.co/startup/drop-networking-platform,http://www.getdrop.net/,United States of America,Startups,2017,,,,,,Solution simplifies device proximity pairing allowing event participants to instantly connect and exchange professional profiles. US-patented technology uses comparative analysis of ambient noise.,
Aaryavarta Technologies - Game Development Company In India,https://e27.co/startup/aaryavarta-technologies-game-development-company-in-india,http://www.aaryavarta.com,India,Gaming,,,,"http://www.twitter.com/aaryavartatech,https://www.facebook.com/game.development.company.india.aaryavarta.studios/,https://www.linkedin.com/company/aaryavarta-technologies-game-development-company-india/",,,"Aaryavarta Technologies is top game development company from India which has branch in Singapore ,UK, USA. This studio is located in Pune, We works on Unity3d, Cocos2dx game engines.","Aaryavarta Technologies is top game development company from India which has branch in Singapore ,UK, USA. This studio is located in Pune, We works on Unity3d, Cocos2dx game engines. We have team of 30 game specialist works on android, IOS, web, facebook, desktop. There are very few gaming companies in Singapore and aaryavarta is one of leading company in it. We have in house server side game development team which focus on Online Multiplayer Games. Mainly we focus on Unity Game Engine. We have developed so many AAA and online game titles which are for mobiles and web. We have top game programmers who developed a high quality games for the appstore and playstore."
